protein,follow_up_timepoint,n_synf,n_ctrlf,p_value,cohens_d,d_ci_lower,d_ci_upper,p_fdr
AGRP,V3,41,42,0.9458336643596891,0.025377495573159287,-0.4049473812324505,0.45570237237876904,0.9874488161592604
AGRP,V5,41,41,0.889966227725727,0.08324573670833388,-0.3498379823507749,0.5163294557674426,0.9964165017853371
CTSO,V3,41,42,0.05373769361154601,-0.49369799419765514,-0.9306695280246375,-0.05672646037067269,0.8183649169894438
CTSO,V5,41,41,0.013800731450450859,-0.6337390191213699,-1.0776288046168565,-0.18984923362588335,0.4940661859261407
FLT3LG,V3,41,42,0.29699516065862896,-0.2985558284869469,-0.7313120548269572,0.13420039785306337,0.8183649169894438
FLT3LG,V5,41,41,0.18891197878965366,-0.32436438057081807,-0.7601639538920038,0.11143519275036762,0.7568244550013883
VEGFD,V3,41,42,0.22881387132033235,-0.2589257984551203,-0.6910762895860709,0.1732246926758303,0.8183649169894438
VEGFD,V5,41,41,0.4490102983852025,-0.22586763381930597,-0.6601716985311974,0.20843643089258546,0.8688956044427162
GZMA,V3,41,42,0.9819323423259685,-0.058239568044232914,-0.4886401494623785,0.37216101337391266,0.9874488161592604
GZMA,V5,41,41,0.01142931083497511,-0.49261483276087814,-0.9321846379203076,-0.05304502760144869,0.4940661859261407
CLSTN2,V3,41,42,0.3029501054757239,-0.19747391930735422,-0.6288542169608359,0.23390637834612746,0.8183649169894438
CLSTN2,V5,41,41,0.8464168650825652,-0.08607687638264838,-0.5191738834504103,0.34702013068511356,0.9964165017853371
FASLG,V3,41,42,0.5649104793631483,-0.03787235671091127,-0.4682190081393626,0.3924742947175401,0.8422526363383754
FASLG,V5,41,41,0.011346794722537813,-0.6158195016398428,-1.0591032957201185,-0.17253570755956715,0.4940661859261407
IL12B,V3,41,42,0.23236461447856008,-0.2204616246590423,-0.6521059070951958,0.21118265777711126,0.8183649169894438
IL12B,V5,41,41,0.12643149692329783,-0.388000177289323,-0.8250467270920099,0.0490463725133638,0.6856239268034848
CDSN,V3,41,42,0.4123610405590516,0.13274307178779587,-0.29804931216728114,0.5635354557428729,0.8183649169894438
CDSN,V5,41,41,0.2795237534557595,-0.19276764116004028,-0.6266885075266349,0.24115322520655427,0.7866725032597293
CCL11,V3,41,42,0.3618960319164869,-0.17583073804000202,-0.60698890776812,0.255327431688116,0.8183649169894438
CCL11,V5,41,41,0.19525674035676432,-0.26869004287428516,-0.7035791184257018,0.16619903267713143,0.7568244550013883
KYNU,V3,41,42,0.7614997475241579,0.09181314094291972,-0.3387262009198,0.5223524828056394,0.9433111059295798
KYNU,V5,41,41,0.6915923099423628,-0.07229422761517248,-0.505330726243277,0.360742271012932,0.9747639644069522
LY9,V3,41,42,0.22881387132033235,-0.17010703452176157,-0.6012107498403254,0.26099668079680227,0.8183649169894438
LY9,V5,41,41,0.01659071681766886,-0.5163532042550744,-0.9565766512846511,-0.07612975722549764,0.5399524200659502
CCL20,V3,41,42,0.9674843739256045,-0.002768842480373235,-0.4330761854832215,0.42753850052247505,0.9874488161592604
CCL20,V5,41,41,0.6780266416376619,-0.07248893536030006,-0.5055262155056348,0.36054834478503467,0.9747639644069522
MMP1,V3,41,42,0.2116332514227689,-0.2589069066705923,-0.6910571293940002,0.17324331605281562,0.8183649169894438
MMP1,V5,41,41,0.30502724750237387,-0.07841483572669372,-0.5114769060066632,0.35464723455327574,0.7912356222381592
PGF,V3,41,42,0.40659920976023095,-0.27999983718285143,-0.7124618241498999,0.1524621497841971,0.8183649169894438
PGF,V5,41,41,0.03995463875966785,-0.46296764884953223,-0.9017630480902361,-0.024172249608828356,0.6321136273041945
CCL25,V3,41,42,0.6022812148117992,-0.1820290992287843,-0.6132482633107224,0.24919006485315381,0.8422526363383754
CCL25,V5,41,41,0.5734905464127721,-0.10337934912322655,-0.5365672111183675,0.3298085128719143,0.9461272609021769
CXCL9,V3,41,42,0.8669045566908281,-0.02031487109639443,-0.4506333741778565,0.4100036319850677,0.9874488161592604
CXCL9,V5,41,41,0.36047464851328154,-0.20358458479848068,-0.6376240493798397,0.23045487978287837,0.8250624074832577
SMPDL3A,V3,41,42,0.8740377851351513,0.011776282578359021,-0.4185346704094771,0.4420872355661951,0.9874488161592604
SMPDL3A,V5,41,41,0.2795237534557595,-0.28242495698082687,-0.7175229369136205,0.15267302295196677,0.7866725032597293
EPHA1,V3,41,42,0.17132493589637962,-0.30522267469871484,-0.7380891733715802,0.12764382397415053,0.8183649169894438
EPHA1,V5,41,41,0.9408572046883275,0.007108969693901971,-0.4257840140277063,0.44000195341551024,0.9964165017853371
IFNGR1,V3,41,42,0.6213704030163435,-0.09925665680513919,-0.5298351642601674,0.331321850649889,0.8588826420071466
IFNGR1,V5,41,41,0.8391998710920148,0.030529048378689163,-0.40238838002830546,0.46344647678568374,0.9964165017853371
CTSC,V3,41,42,0.8032540131111602,-0.1667567546312721,-0.5978294288984685,0.2643159196359242,0.9715031645060653
CTSC,V5,41,41,0.7121244810609514,-0.13550083765572216,-0.5689012956666929,0.29789962035524864,0.9843265027792301
CD276,V3,41,42,0.7546034501442722,0.14100430449039184,-0.2898503184588349,0.5718589274396186,0.9433111059295798
CD276,V5,41,41,0.7190155463104064,0.09202180785427083,-0.3411045466270158,0.5251481623355574,0.9862358834449253
DBNL,V3,41,42,0.45440654232553734,-0.1901445819764219,-0.6214467860471773,0.24115762209433347,0.8239225930080196
DBNL,V5,41,41,0.955869869323158,0.007906671127837918,-0.4249866447678152,0.4407999870234911,0.9964165017853371
PKLR,V3,41,42,0.5110143023152617,0.19495147003302454,-0.23640161940473603,0.6263045594707851,0.8358069549769376
PKLR,V5,41,41,0.8681420813663075,0.022554384779067804,-0.41035130453994373,0.4554600740980793,0.9964165017853371
NCK2,V3,41,42,0.2218273900523869,-0.25375227659069705,-0.6858299897870277,0.17832543660563366,0.8183649169894438
NCK2,V5,41,41,0.8972601420408413,0.01706685220819302,-0.41583280767000214,0.4499665120863882,0.9964165017853371
TIMP3,V3,41,42,0.27000631597505353,-0.24296428769495404,-0.6748949294597479,0.18896635406983991,0.8183649169894438
TIMP3,V5,41,41,0.6512063796148355,-0.08033571802728658,-0.5134062415585914,0.35273480550401826,0.9633548921574839
PLA2G4A,V3,41,42,0.4654404249529499,-0.17136986214880612,-0.6024854374702182,0.2597457131726059,0.8239225930080196
PLA2G4A,V5,41,41,0.9999999999999993,0.05435535725641968,-0.37861815187891706,0.4873288663917564,0.9999999999999993
CCL21,V3,41,42,0.938624762914225,-0.15301415495052592,-0.5839659406068585,0.2779376307058067,0.9874488161592604
CCL21,V5,41,41,0.2878606087347054,-0.1724636163081024,-0.6061792698911967,0.2612520372749919,0.7866725032597293
MMP10,V3,41,42,0.10035589145046253,0.4453034833579841,0.009566731870069844,0.8810402348458983,0.8183649169894438
MMP10,V5,41,41,0.3802661933931215,-0.2553518595278103,-0.6900479415539595,0.17934422249833887,0.8250624074832577
SCGB1A1,V3,41,42,0.3029501054757239,-0.23350913945454407,-0.6653160947104844,0.19829781580139624,0.8183649169894438
SCGB1A1,V5,41,41,0.1512969000488137,-0.3026257587220962,-0.7380497063535154,0.13279818890932304,0.6856239268034848
ENPP7,V3,41,42,0.522757517712014,0.01577326024056479,-0.4145407268432728,0.4460872473244024,0.8358069549769376
ENPP7,V5,41,41,0.9852015837410426,0.007095661277543587,-0.42579731720157055,0.4399886397566577,0.9964165017853371
SIGLEC1,V3,41,42,0.7408692513255808,-0.03792111060640821,-0.46826786384469854,0.39242564263188207,0.9433111059295798
SIGLEC1,V5,41,41,0.07488303588244347,-0.40603548348856994,-0.8434752234891798,0.03140425651203993,0.6321136273041945
F2R,V3,41,42,0.40659920976023095,-0.29638128867881175,-0.7291020679750541,0.13633949061743056,0.8183649169894438
F2R,V5,41,41,0.7538005854797287,-0.07281529775997973,-0.5058538925688078,0.3602232970488483,0.9921345941240547
CD48,V3,41,42,0.5710617233118633,-0.14079730120232342,-0.5716503188453181,0.29005571644067135,0.8422526363383754
CD48,V5,41,41,0.055775223109858836,-0.4316883912238323,-0.8697175024832425,0.006340720035577951,0.6321136273041945
CCL23,V3,41,42,0.45990516513859414,-0.19926308445320995,-0.6306628917866175,0.23213672288019765,0.8239225930080196
CCL23,V5,41,41,0.6915923099423628,-0.11097419103870229,-0.5442071671725268,0.3222587850951222,0.9747639644069522
IL18,V3,41,42,0.9674843739256045,-0.1504276255991174,-0.5813578168068952,0.2805025656086605,0.9874488161592604
IL18,V5,41,41,0.9632192207711497,0.03179796225184694,-0.40112165928545923,0.4647175837891531,0.9964165017853371
CCL4,V3,41,42,0.028623834469931556,-0.4749816797639501,-0.9114609936804026,-0.03850236584749772,0.8183649169894438
CCL4,V5,41,41,0.25549451608843887,-0.2695895688436699,-0.704492010308051,0.16531287262071115,0.7866725032597293
IL10RB,V3,41,42,0.6472181322858683,-0.09886035288660013,-0.5294366982902724,0.3317159925170722,0.877667012720988
IL10RB,V5,41,41,0.6183019731515813,-0.08082756279086162,-0.5139002836587658,0.35224515807704254,0.9577680963724599
CXCL10,V3,41,42,0.9674843739256045,0.015335702809377013,-0.4149779092129849,0.4456493148317389,0.9874488161592604
CXCL10,V5,41,41,0.046793944829853606,-0.30702104918300577,-0.742518868651554,0.12847677028554255,0.6321136273041945
EGF,V3,41,42,0.2218273900523869,-0.2827342361684728,-0.7152384086265084,0.1497699362895628,0.8183649169894438
EGF,V5,41,41,0.9191910411097391,-0.01085057934288504,-0.4437454265867626,0.42204426790099253,0.9964165017853371
CRLF1,V3,41,42,0.8102709231223275,0.05469036231659966,-0.3756991772961664,0.4850799019293658,0.9734127197241383
CRLF1,V5,41,41,0.4490102983852025,0.14150083207951883,-0.2919456603824401,0.5749473245414778,0.8688956044427162
IL1RN,V3,41,42,0.40659920976023095,-0.17688316666812165,-0.6080515443949324,0.2542852110586891,0.8183649169894438
IL1RN,V5,41,41,0.36536157744130826,-0.2074272916607814,-0.6415104382627317,0.22665585494116886,0.8250624074832577
CRIM1,V3,41,42,0.33385821380041214,-0.22986912097841242,-0.6616297592756666,0.20189151731884172,0.8183649169894438
CRIM1,V5,41,41,0.1512969000488137,-0.29758666748754525,-0.732927218460526,0.13775388348543544,0.6856239268034848
TNFRSF13B,V3,41,42,0.21839139951683872,-0.19607464266990698,-0.6274398041407659,0.23529051880095198,0.8183649169894438
TNFRSF13B,V5,41,41,0.13353595634450952,-0.37420939149159355,-0.810967111888427,0.06254832890523987,0.6856239268034848
ANGPTL4,V3,41,42,0.9818331669061582,-0.037957053819497454,-0.468303882199706,0.3923897745607111,0.9874488161592604
ANGPTL4,V5,41,41,0.0703964390527883,-0.34174016656556316,-0.7778584555758914,0.09437812244476507,0.6321136273041945
CST7,V3,41,42,0.11228792791413918,-0.35433602418476295,-0.7880889065086425,0.07941685813911664,0.8183649169894438
CST7,V5,41,41,0.08122130406701941,-0.36837054497871885,-0.8050090722774372,0.06826798231999959,0.6321136273041945
ERBB3,V3,41,42,0.4117596975259566,-0.17131125068596878,-0.6024262736165937,0.2598037722446561,0.8183649169894438
ERBB3,V5,41,41,0.2795237534557595,-0.3059292346634155,-0.741408605698494,0.12955013637166302,0.7866725032597293
NELL2,V3,41,42,0.38137489765481636,-0.09694727267502952,-0.5275133027054291,0.33361875735537005,0.8183649169894438
NELL2,V5,41,41,0.2365857921541449,-0.2133946952382728,-0.6475472864169034,0.22075789594035772,0.7749797329537959
MANF,V3,41,42,0.3430460844280935,-0.21927262868713013,-0.6509025489869503,0.2123572916126901,0.8183649169894438
MANF,V5,41,41,0.9632192207711497,-0.008660102621880517,-0.44155376466632695,0.42423355942256596,0.9964165017853371
LY6D,V3,41,42,0.499408901725506,-0.10395431477844523,-0.5345591085706252,0.3266504790137347,0.8358069549769376
LY6D,V5,41,41,0.09895895084733092,-0.28831435482965106,-0.7235050684434776,0.14687635878417554,0.6622286146940412
CCN2,V3,41,42,0.5959767401665277,-0.16114731990248973,-0.5921693991186551,0.26987475931367566,0.8422526363383754
CCN2,V5,41,41,0.6712819884113989,-0.058488674108108436,-0.49147511542058614,0.3744977672043693,0.9690280316583904
GLOD4,V3,41,42,0.8384842947095064,0.019817493522585276,-0.41050045956438713,0.4501354466095577,0.9865447689422203
GLOD4,V5,41,41,0.9779265821482283,0.03725643117847025,-0.39567364265745064,0.4701865050143912,0.9964165017853371
DNER,V3,41,42,0.9747073320329979,0.007771110590612678,-0.4225376851702655,0.4380799063514909,0.9874488161592604
DNER,V5,41,41,0.4217810190867536,-0.16750481998665698,-0.6011738081367402,0.26616416816342625,0.85794093655146475
BTN2A1,V3,41,42,0.33385821380041214,-0.14792304770144052,-0.5788326784818797,0.2829865830789986,0.8183649169894438
BTN2A1,V5,41,41,0.17967871899869536,-0.3074710946296321,-0.7429765374345938,0.1280343481753295,0.7567644870768582
SHMT1,V3,41,42,0.8102709231223275,-7.929086319832672e-4,-0.43110005771400994,0.4295142404500434,0.9734127197241383
SHMT1,V5,41,41,0.9118731548124229,0.02266142285033188,-0.4102444006825409,0.4555672463832047,0.9964165017853371
FGF19,V3,41,42,0.28616152635116593,0.24962572325746404,-0.18239498458973571,0.6816464311046638,0.8183649169894438
FGF19,V5,41,41,0.1434786816658607,0.32316638219048344,-0.11261182122290359,0.7589445856038705,0.6856239268034848
CD58,V3,41,42,0.40659920976023095,-0.17788408169908232,-0.6090622240615597,0.2532940606633951,0.8183649169894438
CD58,V5,41,41,0.5925088996377996,-0.1111027911451518,-0.5443365586590972,0.3221309763687937,0.9512026281180819
PTPN6,V3,41,42,0.35712440504483134,-0.22956966778272822,-0.661326527900406,0.2021871923349496,0.8183649169894438
PTPN6,V5,41,41,0.7678587197017994,0.01605139450982655,-0.41684733274871966,0.4489501217683728,0.9959906581639282
HSPA1A,V3,41,42,0.5346362924293818,-0.16827336160426143,-0.599360011343807,0.26281328813528415,0.8358069549769376
HSPA1A,V5,41,41,0.5063189318722715,0.06877381709712008,-0.36424891366840595,0.5017965478626462,0.9248070286238428
CSF1,V3,41,42,0.9600462251184123,-0.0025112513376054665,-0.4328185568637869,0.4277960541885759,0.9874488161592604
CSF1,V5,41,41,0.2593975445304347,-0.2272765152451113,-0.6615982269318866,0.20704519644166405,0.7866725032597293
SPINT2,V3,41,42,0.499408901725506,-0.2537448251419989,-0.6858224345664696,0.17833278428247173,0.8358069549769376
SPINT2,V5,41,41,0.7121244810609514,-0.08410806268495405,-0.5171957820697092,0.348979656699801,0.9843265027792301
CKMT1A_CKMT1B,V3,41,42,0.9891588188175907,-0.022884750029883615,-0.4532063120317091,0.40743681197194187,0.9891588188175907
CKMT1A_CKMT1B,V5,41,41,0.1460499564122073,-0.17976570798874292,-0.6135525475110661,0.25402113153358036,0.6856239268034848
FIS1,V3,41,42,0.05038340532216815,-0.44047686781286677,-0.876097268419388,-0.004856467206345638,0.8183649169894438
FIS1,V5,41,41,0.3802661933931215,-0.17107012383130013,-0.6047725267477654,0.26263227908516507,0.8250624074832577
SCGB3A2,V3,41,42,0.19539513844872133,-0.34021392104846887,-0.7736986014364742,0.09327075933953649,0.8183649169894438
SCGB3A2,V5,41,41,0.02425770950082766,-0.4615191938097984,-0.900277955706354,-0.022760431913242785,0.593383692246245
CD40,V3,41,42,0.9026664325927538,-0.118792903936177,-0.5494886989629998,0.31190289109064573,0.9874488161592604
CD40,V5,41,41,0.6118082536231932,-0.07099141427055726,-0.5040227377226046,0.36203990918149015,0.9577680963724599
OMD,V3,41,42,0.5772443226621816,0.10528127568889775,-0.32533116311412014,0.5358937144919156,0.8422526363383754
OMD,V5,41,41,0.46581008833325355,0.1257753272992061,-0.3075547392049801,0.5591053938033923,0.8776842717016041
ANGPTL2,V3,41,42,0.8526707763765226,-0.08677681082693718,-0.517291382006032,0.34373776035215764,0.9865447689422203
ANGPTL2,V5,41,41,0.11741597842987728,-0.3401461276873351,-0.7762344951788767,0.09594223980420652,0.6779825851273559
GAL,V3,41,42,0.05405412228540127,-0.39656817021019575,-0.8311870549707778,0.03805071455038639,0.8183649169894438
GAL,V5,41,41,0.05000971730281169,-0.3644580806072793,-0.8010177705336665,0.07210160931910786,0.6321136273041945
SCG3,V3,41,42,0.4221952155729392,-0.2063819259795968,-0.6378610935040656,0.225097241544872,0.8183649169894438
SCG3,V5,41,41,0.2598275737930435,-0.2387601673317022,-0.6732297819602707,0.19570944729686635,0.7866725032597293
PDLIM7,V3,41,42,0.20502593631130386,-0.20802606835136292,-0.6395239584441808,0.22347182174145494,0.8183649169894438
PDLIM7,V5,41,41,0.9632192207711497,-0.008637650911963578,-0.4415313021863017,0.4242560003623746,0.9964165017853371
SMOC2,V3,41,42,0.499408901725506,-0.13101511598733867,-0.5617949557121185,0.29976472373744106,0.8358069549769376
SMOC2,V5,41,41,0.3802661933931215,-0.22251583253370083,-0.6567783524242076,0.2117466873568059,0.8250624074832577
TREM2,V3,41,42,0.5110143023152617,-0.23783400616234673,-0.6696969319298722,0.1940289196051787,0.8358069549769376
TREM2,V5,41,41,0.6379591649422973,-0.16280913589408166,-0.5964351851264826,0.27081691333831936,0.9614818242535608
MZB1,V3,41,42,0.3476993718548228,-0.18739844461691854,-0.6186721458227242,0.24387525658888712,0.8183649169894438
MZB1,V5,41,41,0.121859299752979,-0.3377738751734818,-0.7738179686332145,0.09827021828625088,0.6816504579932263
TNFSF13,V3,41,42,0.2944765045037564,-0.26404491967169585,-0.6962688567782708,0.16817901743487906,0.8183649169894438
TNFSF13,V5,41,41,0.5424451349114037,-0.191874173196905,-0.6257855315045239,0.2420371851107139,0.9324192002629563
ROBO1,V3,41,42,0.8597820332680803,-0.008589222878084037,-0.43889838743970766,0.42171994168353955,0.9865447689422203
ROBO1,V5,41,41,0.5424451349114037,-0.1090020194347734,-0.5422229738349531,0.32421893496540627,0.9324192002629563
TNFRSF11B,V3,41,42,0.24695364966686686,-0.3016876097429544,-0.7344953372188464,0.13112011773293764,0.8183649169894438
TNFRSF11B,V5,41,41,0.7890869403337829,0.00880905043972943,-0.4240846837631172,0.441702784642576,0.9964165017853371
ENPP5,V3,41,42,0.6022812148117992,-0.07161289265734809,-0.5020613106110643,0.35883552529636814,0.8422526363383754
ENPP5,V5,41,41,0.2329246159174975,-0.22761453202962575,-0.6619404937675317,0.20671142970828024,0.7749797329537959
LAIR1,V3,41,42,0.49365855559262845,-0.11287670646317331,-0.543534767975645,0.3177813550492984,0.8358069549769376
LAIR1,V5,41,41,0.2329246159174975,-0.27653314243705335,-0.711540246459269,0.15847396158516242,0.7749797329537959
COLEC12,V3,41,42,0.8243495478925863,0.0651900063417283,-0.3652342078004587,0.49561422048391524,0.9804556084569631
COLEC12,V5,41,41,0.8391998710920148,-0.10025074153044891,-0.5334209477099471,0.3329194646490493,0.9964165017853371
SIRPB1,V3,41,42,0.5466482575921847,-0.11757163139830053,-0.5482594795678425,0.3131162167712414,0.8415952188638756
SIRPB1,V5,41,41,0.13113464093362753,-0.38904409235086473,-0.8261129231353443,0.04802473843361482,0.6856239268034848
ANGPT1,V3,41,42,0.2506979540509149,-0.23981178000269357,-0.671700641038712,0.19207708103332485,0.8183649169894438
ANGPT1,V5,41,41,0.6183019731515813,-0.08258232922892782,-0.5156629987768211,0.35049834031896543,0.9577680963724599
PDGFB,V3,41,42,0.19539513844872133,-0.26898437296942257,-0.7012805291634424,0.16331178322459727,0.8183649169894438
PDGFB,V5,41,41,0.46581008833325355,-0.12546370604114865,-0.558791603549999,0.3078641914677017,0.8776842717016041
CRKL,V3,41,42,0.4117596975259566,-0.16386477492741836,-0.5949111491637173,0.2671815993088807,0.8183649169894438
CRKL,V5,41,41,0.7819927925997132,-0.020833569953490828,-0.4537371887820749,0.41207004887509324,0.9964165017853371
EPCAM,V3,41,42,0.10819348412972321,-0.323615327497955,-0.7567985184457444,0.10956786344983444,0.8183649169894438
EPCAM,V5,41,41,0.28367167231123147,-0.32455731712723423,-0.7603603393473197,0.11124570509285131,0.7866725032597293
DNPH1,V3,41,42,0.9242224567563853,0.0829529164647519,-0.3475437794656365,0.5134496123951403,0.9874488161592604
DNPH1,V5,41,41,0.8536466233868488,0.058726899212997334,-0.37426031631223566,0.49171411473823035,0.9964165017853371
CCL17,V3,41,42,0.5110143023152617,-0.16385657447184934,-0.5949028747840753,0.2671897258403766,0.8358069549769376
CCL17,V5,41,41,0.8972601420408413,0.020359125384614426,-0.4125439514718958,0.4532622022411247,0.9964165017853371
MEGF10,V3,41,42,0.6668862147928308,0.09653760182612875,-0.33402624542132203,0.5271014490735795,0.8930028102475492
MEGF10,V5,41,41,0.9118731548124229,-0.06615891160948627,-0.4991718603295954,0.3668540371106228,0.9964165017853371
CRHBP,V3,41,42,0.5466482575921847,0.03835084607351121,-0.3919968102198435,0.4686985023668659,0.8415952188638756
CRHBP,V5,41,41,0.9191910411097391,0.02911902363929904,-0.4037960724838321,0.46203411976243014,0.9964165017853371
LGALS4,V3,41,42,0.16847776753800905,-0.31697583415385117,-0.7500425937906547,0.11609092548295236,0.8183649169894438
LGALS4,V5,41,41,0.121859299752979,-0.40107544591676836,-0.8384053064179336,0.03625441458439693,0.6816504579932263
LHPP,V3,41,42,0.8384842947095064,0.09299625437139762,-0.3375491089496158,0.523541617692411,0.9865447689422203
LHPP,V5,41,41,0.7468013438706507,0.051341524973774456,-0.381623151602988,0.48430620155053694,0.9921345941240547
TPP1,V3,41,42,0.4654404249529499,-0.16088716176664825,-0.5919069363137931,0.2701326127804966,0.8239225930080196
TPP1,V5,41,41,0.6512063796148355,-0.1269517339861681,-0.5602900370992641,0.30638656912692785,0.9633548921574839
CRELD2,V3,41,42,0.8173029480767646,-0.047736308818383484,-0.47810622538562103,0.3826336077488541,0.9753148513716058
CRELD2,V5,41,41,0.9926413687507629,0.08293195170771524,-0.3501503219251857,0.5160142253406161,0.998218005653857
CTRC,V3,41,42,0.23279671704565466,-0.2085815886138538,-0.6400858380519847,0.2229226608242771,0.8183649169894438
CTRC,V5,41,41,0.2878606087347054,-0.14553242016670134,-0.5790109619605744,0.2879461216271717,0.7866725032597293
MEPE,V3,41,42,0.3667069748735292,0.3002219046057567,-0.1325616536815239,0.7330054628930374,0.8183649169894438
MEPE,V5,41,41,0.7259292783933315,0.26248705894095453,-0.17231105270680314,0.6972851705887122,0.9863373297130268
CDON,V3,41,42,0.03953351590235314,-0.5012836852693408,-0.93845996842525925,-0.06410740211342225,0.8183649169894438
CDON,V5,41,41,0.22572191309893383,-0.3126441880578878,-0.7482380501989145,0.12294967408313895,0.7749797329537959
ADGRE2,V3,41,42,0.42746994267325694,0.07685277867171203,-0.35361706735380793,0.507322624697232,0.8183649169894438
ADGRE2,V5,41,41,0.41645243359274225,-0.1913931244199072,-0.6252993817362835,0.24251313289646914,0.85194269272115275
AGER,V3,41,42,0.29029920129367126,-0.25412952008883516,-0.6862124908790326,0.17795345070136231,0.8183649169894438
AGER,V5,41,41,0.1434786816658607,-0.13710504489309183,-0.5705176162026884,0.29630752641650476,0.6856239268034848
IL1R2,V3,41,42,0.9242224567563853,-0.023607311906545612,-0.4539297995170312,0.40671517570393995,0.9874488161592604
IL1R2,V5,41,41,0.955869869323158,0.03338766758318215,-0.3995348275252407,0.4663101626916051,0.9964165017853371
ESM1,V3,41,42,0.37155715715541726,-0.20228088919034054,-0.6337140003912991,0.22915222201061802,0.8183649169894438
ESM1,V5,41,41,0.5485873738299907,-0.16935497827644008,-0.6030412189739223,0.26433126242104216,0.9324192002629563
SPON1,V3,41,42,0.7001695026091996,-0.11309254734080065,-0.5437519516705605,0.3175668569889591,0.9148200070587353
SPON1,V5,41,41,0.8536466233868488,-0.02713920144219058,-0.4600512088833103,0.4057728059989292,0.9964165017853371
ATP5IF1,V3,41,42,0.2739858895438866,-0.2083619966034827,-0.6398637302355892,0.22313973702862383,0.8183649169894438
ATP5IF1,V5,41,41,0.8608885588612644,-0.01473764233778749,-0.44763524787244596,0.41815996319687093,0.9964165017853371
SKAP2,V3,41,42,0.25448127020556616,-0.2750324615864545,-0.7074188519280991,0.15735392875519005,0.8183649169894438
SKAP2,V5,41,41,0.9191910411097391,-0.03432598266781782,-0.46725023965513085,0.3985982743194952,0.9964165017853371
CXCL1,V3,41,42,0.33385821380041214,-0.18876307385067737,-0.6200508873008053,0.24252473959945048,0.8183649169894438
CXCL1,V5,41,41,0.2050613746791471,-0.1585450484368435,-0.5921331595443271,0.27504306267064016,0.7568244550013883
PRSS8,V3,41,42,0.9026664325927538,-0.08109783530154929,-0.5115861493280176,0.349390478724919,0.9874488161592604
PRSS8,V5,41,41,0.46017212088183007,-0.19805354389957402,-0.6320315608005576,0.2359244730014095,0.8762852089132722
PLAUR,V3,41,42,0.0074099435443069515,-0.6034104752436055,-1.0436359195854288,-0.16318503090178205,0.8183649169894438
PLAUR,V5,41,41,0.043684150469007366,-0.4296015435127284,-0.8675813914448061,0.008378304419349225,0.6321136273041945
CCL22,V3,41,42,0.4710121083671921,-0.12797045117490252,-0.558728587001015,0.3027876846512099,0.8239225930080196
CCL22,V5,41,41,0.6445688207286441,-0.056410315375274606,-0.48939013562189304,0.3765695048713439,0.9614818242535608
PRELP,V3,41,42,0.5346362924293818,0.13039839429373015,-0.3003770080037266,0.5611737965911869,0.8358069549769376
PRELP,V5,41,41,0.4771990070299759,-0.18521020576135167,-0.619052034850086,0.24863162332738264,0.8897773151913092
MATN2,V3,41,42,0.9819323423259685,0.02688038887140015,-0.40344665189585766,0.45720742963865796,0.9874488161592604
MATN2,V5,41,41,0.6847969076513309,0.10693327577150466,-0.32627529952414613,0.5401418510671555,0.9747639644069522
LTBR,V3,41,42,0.9891588188175907,-1.1247785386360001e-5,-0.4303183795474297,0.43029588397665697,0.9891588188175907
LTBR,V5,41,41,0.9040373109331017,-0.02841772282925227,-0.4613317000050746,0.4044962543465701,0.9964165017853371
LAMA4,V3,41,42,0.24324826428436572,-0.23609890012509208,-0.6679392484136158,0.19574144816343172,0.8183649169894438
LAMA4,V5,41,41,0.5672153170883011,-0.0629926664075145,-0.4959942777861407,0.3700089449711117,0.9444794582214501
FST,V3,41,42,0.6867833919433709,0.13993805626518008,-0.2909083230998346,0.5707844356301948,0.9039281408666425
FST,V5,41,41,0.2593975445304347,-0.21883022012020584,-0.6530477701842037,0.21538732994379198,0.7866725032597293
CHRDL1,V3,41,42,0.5267145503818454,0.09979472073889618,-0.3307867359714219,0.5303761774492143,0.8358069549769376
CHRDL1,V5,41,41,0.9118731548124229,-0.020201571401445562,-0.45310447104054996,0.4127013282376588,0.9964165017853371
CCL24,V3,41,42,0.8032540131111602,-0.090836107691256,-0.5213705350012013,0.33969831961868935,0.9715031645060653
CCL24,V5,41,41,0.6248253120473525,-0.08096536465148509,-0.5140387035580469,0.3521079742550768,0.9577680963724599
LGMN,V3,41,42,0.1547668990615249,-0.4118755986595996,-0.8468319587392401,0.02308076142004084,0.8183649169894438
LGMN,V5,41,41,0.10685765589480886,-0.3207904170843895,-0.756526468859742,0.11494563469096297,0.6622286146940412
DAG1,V3,41,42,0.7477264501483714,-0.1285764596003237,-0.5593388747678646,0.30218595556721717,0.9433111059295798
DAG1,V5,41,41,0.9265157027605246,0.08188833507247315,-0.35118917045548237,0.5149658406004286,0.9964165017853371
PNLIPRP2,V3,41,42,0.32482886428201696,0.0976313282283158,-0.3329383671227075,0.5282010235793391,0.8183649169894438
PNLIPRP2,V5,41,41,0.9118731548124229,-0.24163676193501554,-0.676144558905,0.19287103503496894,0.9964165017853371
OSCAR,V3,41,42,0.4766199947061226,-0.1664519673667471,-0.5975218482462024,0.2646179135127081,0.8283007674989897
OSCAR,V5,41,41,0.22572191309893383,-0.35294562588342815,-0.7892781394705934,0.08338688770373709,0.7749797329537959
